recommendation_id,elapsed_time,new_predicted_output,new_predicted_uncertainty,current_trained_hps,average_rmse,plasma_duration,precursor_dose_time,process_pressure,ALD_purge_time,plasma_pressure,RF_power_setpoint,plasma_prep_time,plasma_purge_time,H2_plasma_flow_rate,Ar_process_flow_rate,ALD_purge_flow_rate,ALD_prep_time,campaign_id
0tdsxswy79xa1000zadbh273gg,9.750000026542693e-05,,,,,4041.576796412542,4195.889219354271,203.7326677887875,2469.4439109994823,125.32085447564693,130.28596732528996,4812.589579295073,2744.5716747904216,83.1027124190579,82.56436075052731,12.372270671375958,3596.666161135289,0tdsxswy51t3x000g5286egb3g
0tdsy4bn8hryz000aef1mxymc0,4.8999998398358e-05,,,,,921.8660849248855,4953.986338337238,222.39361214733847,1558.7354853120344,96.44370774533468,297.99846075434755,2597.7997487944267,2295.057090841741,72.75849695914812,68.07078398307678,11.724131005917117,1154.4567109892896,0tdsxswy51t3x000g5286egb3g
0tdsyb69zst7d000btg84590ym,5.1399998483248055e-05,,,,,1295.4527764780364,1586.4608460928355,243.21424244217164,4236.511519155952,167.14994589079814,275.5172103111496,3124.676453663144,7432.487022988935,37.01826770497522,47.94796470717022,15.9829259127091,649.158909757304,0tdsxswy51t3x000g5286egb3g
0tdsybghy5vnv000e30rnk74j8,3.949999882024713e-05,,,,,805.4164309315303,3436.0861416017055,276.54516397925545,3604.1359483381484,143.4260712094447,294.9882122331883,699.9755713886095,930.8267245493323,51.78025820271029,88.67798776871749,12.123490711023697,1770.8226175483128,0tdsxswy51t3x000g5286egb3g
0tdsyj8js9yj700006b14yf520,3.9200000173877925e-05,,,,,4099.262136541965,4554.861575457023,37.9776400778633,4206.79692023124,281.4714962929915,100.56004128325925,2098.8880928234416,5224.1594684540205,92.96747341690035,37.58805813738439,19.440952777211166,238.07206757169195,0tdsxswy51t3x000g5286egb3g
0tdsywtt0hr5d0003e8fyj4psm,4.0000002627493814e-05,,,,,3100.2553209753983,4097.827244922008,106.69318075939843,1080.6359141078938,79.0938762446726,223.32078333593603,2473.0325380288145,6123.806371334071,72.71385188013268,80.82677973263068,6.753046116731715,3358.171939423535,0tdsxswy51t3x000g5286egb3g
0tdsz63zasyn3000batcgs2dvw,3.909999941242859e-05,,,,,461.5113408338267,4048.614978487292,204.90473276863918,106.4123085934942,52.745044330922454,86.85138478405624,1994.9152063665197,9279.312710706132,39.78289355327087,66.93060599814433,17.75845032390557,2160.9283435127786,0tdsxswy51t3x000g5286egb3g
0tdsze5hsswhf000jhj3pktthw,3.840000135824084e-05,,,,,3490.426591061765,126.24172345493571,165.26968649384543,3098.36992198685,39.86683279888268,39.46791964193946,2223.5433048970835,9639.358823615323,51.36562949998904,58.69529203903153,2.5911172221674414,3678.8896361083102,0tdsxswy51t3x000g5286egb3g
0tdszs150ny230002tfqvtdkng,3.769999966607429e-05,,,,,449.1404398593324,3373.754136441803,143.57611776750485,1475.0200713141228,31.195954464376427,77.68487096450704,1514.4684365175435,7330.859359116495,74.5379434666362,70.55308373431112,5.68665124539576,3358.6513351385047,0tdsxswy51t3x000g5286egb3g
0tdt01d6m1yb7000ev8hwrm9m8,3.8800000766059384e-05,,,,,1909.6919258686885,3110.5197675126283,121.43476896061257,4260.0465583829,30.29645903023082,158.78187532839968,2761.485190167169,8973.484594096133,79.87867604603778,44.05628872807884,5.910847111189754,1664.7976843475485,0tdsxswy51t3x000g5286egb3g
0tdt0cwezszmh000tzjsh90jf4,4.030000127386302e-05,,,,,4175.100774375744,2517.9455138074322,58.74282775773993,2998.889102601364,32.38768698890188,34.251580780419104,1174.6324985154542,5671.878647613614,94.5451851625268,60.52626496580675,8.271445988652335,3099.9519242086203,0tdsxswy51t3x000g5286egb3g
